account_length,customer_service_calls,number_vm_messages,total_day_calls,total_day_charge,total_day_min,total_eve_calls,total_eve_charge,total_eve_min,total_intl_calls,total_intl_charge,total_intl_minutes,total_night_calls,total_night_charge,total_night_minutes,voice_mail_plan,intertiol_plan,location_code,Churn,total_mins,total_calls,total_charge,mins_per_call,has_plan
90.0,1.0,39.0,89.0,16.12,94.8,91.0,18.62,219.1,5.0,3.08,11.4,65.0,8.88,197.4,1,0,0,0,522.6999999999999,250.0,46.7,2.0907999999999998,1
101.0,0.0,9.0,116.0,27.22,160.1,121.0,17.85,210.0,9.0,2.92,10.8,65.0,6.26,139.1,1,0,2,0,520.0,311.0,54.25,1.6720257234726688,1
119.0,0.0,0.0,106.0,48.01,279.2,49.0,18.76,229.5,2.0,2.43,9.0,65.0,8.78,199.0,0,0,0,1,716.7,222.0,77.98,3.2283783783783786,0
77.0,2.0,0.0,112.0,27.71,163.0,89.0,18.62,219.1,3.0,1.81,6.7,66.0,10.5,233.4,0,0,1,0,622.2,270.0,58.64,2.3044444444444445,0
44.0,4.0,0.0,139.0,52.46,308.6,94.0,12.82,150.8,3.0,1.97,7.3,66.0,8.94,198.7,0,0,1,1,665.4,302.0,76.19,2.203311258278146,0
51.0,0.0,0.0,94.0,36.52,214.8,58.0,12.72,149.7,5.0,2.75,10.2,66.0,12.75,283.4,0,0,2,0,658.1,223.0,64.74000000000001,2.951121076233184,0
164.0,1.0,30.0,100.0,40.6,238.8,121.0,19.55,230.0,8.0,3.56,13.2,66.0,9.28,206.3,1,0,2,0,688.3000000000001,295.0,72.99000000000001,2.3332203389830513,1
93.0,0.0,0.0,131.0,29.41,173.0,108.0,16.18,190.4,2.0,2.81,10.4,66.0,13.05,290.0,0,0,1,0,663.8,307.0,61.45,2.162214983713355,0
140.0,1.0,0.0,98.0,27.64,162.6,109.0,17.53,206.2,2.0,2.21,8.2,66.0,6.37,141.6,0,0,0,0,518.6,275.0,53.75,1.8858181818181818,0
102.0,3.0,0.0,81.0,38.11,224.2,90.0,20.68,243.3,8.0,3.24,12.0,66.0,6.65,147.8,0,1,2,0,627.3,245.0,68.67999999999999,2.560408163265306,1
126.0,0.0,0.0,93.0,17.63,103.7,107.0,10.8,127.0,1.0,3.89,14.4,66.0,14.82,329.3,0,0,1,0,574.4,267.0,47.14,2.151310861423221,0
103.0,3.0,0.0,83.0,29.5,173.5,65.0,20.77,244.3,2.0,2.62,9.7,66.0,9.97,221.6,0,0,1,0,649.1,216.0,62.85999999999999,3.0050925925925926,0
177.0,2.0,0.0,77.0,14.43,84.9,109.0,21.89,257.5,5.0,2.03,7.5,66.0,9.47,210.5,0,0,0,0,560.4,257.0,47.82,2.180544747081712,0
80.0,2.0,0.0,92.0,34.63,203.7,97.0,18.39,216.4,5.0,2.05,7.6,66.0,6.94,154.2,0,0,2,0,581.9,260.0,62.01,2.238076923076923,0
87.0,1.0,0.0,108.0,24.87,146.3,102.0,14.6,171.8,9.0,1.43,5.3,66.0,7.54,167.5,0,0,1,0,490.90000000000003,285.0,48.44,1.7224561403508774,0
117.0,2.0,0.0,84.0,26.98,158.7,91.0,15.44,181.7,10.0,2.08,7.7,67.0,7.98,177.3,0,0,2,0,525.4000000000001,252.0,52.480000000000004,2.084920634920635,0
140.0,3.0,0.0,71.0,25.45,149.7,97.0,18.06,212.5,4.0,3.4,12.6,67.0,11.07,245.9,0,0,1,0,620.7,239.0,57.98,2.597071129707113,0
99.0,0.0,0.0,93.0,26.4,155.3,95.0,22.58,265.7,4.0,3.35,12.4,67.0,6.56,145.7,0,0,0,0,579.1,259.0,58.89,2.235907335907336,0
113.0,1.0,0.0,99.0,32.95,193.8,125.0,18.82,221.4,6.0,2.86,10.6,67.0,7.75,172.3,0,0,0,0,598.1,297.0,62.38,2.013804713804714,0
205.0,2.0,0.0,123.0,8.48,49.9,81.0,12.81,150.7,4.0,2.73,10.1,67.0,8.47,188.2,0,0,2,0,398.9,275.0,32.489999999999995,1.4505454545454544,0
56.0,1.0,0.0,114.0,30.21,177.7,110.0,18.33,215.6,5.0,2.84,10.5,67.0,10.65,236.7,0,1,1,0,640.5,296.0,62.03,2.1638513513513513,1
130.0,1.0,18.666666666666668,120.0,29.67,174.5,95.0,18.49,217.5,2.0,3.29,12.2,67.0,9.91,220.3,1,0,1,0,624.5,284.0,61.35999999999999,2.198943661971831,1
107.0,2.0,0.0,104.0,46.5,273.5,68.0,15.62,183.8,9.0,2.97,11.0,67.0,6.92,153.8,0,1,2,0,622.1,248.0,72.00999999999999,2.508467741935484,1
64.0,1.0,19.0,150.0,49.49,291.1,123.0,19.27,226.7,2.0,2.03,7.5,67.0,9.86,219.1,1,0,0,0,744.4,342.0,80.65,2.176608187134503,1
89.0,0.0,0.0,151.0,18.0,105.9,142.0,16.12,189.6,7.0,3.43,12.7,67.0,7.69,170.9,0,0,0,0,479.09999999999997,367.0,45.24,1.3054495912806539,0
122.0,3.0,0.0,86.0,36.65,215.6,59.0,14.26,167.8,8.0,1.73,6.4,67.0,9.32,207.0,0,0,1,0,596.8,220.0,61.959999999999994,2.7127272727272724,0
169.0,2.0,0.0,82.0,24.23,142.5,110.0,19.67,231.4,4.0,2.7,10.0,67.0,5.9,131.2,0,0,0,0,515.0999999999999,263.0,52.50000000000001,1.9585551330798476,0
76.0,1.0,0.0,120.0,40.97,241.0,96.0,19.7,231.8,1.0,2.67,9.9,67.0,9.91,220.2,0,1,2,1,702.9,284.0,73.25,2.475,1
96.0,3.0,0.0,68.0,33.61,197.7,53.0,21.29,250.5,3.0,2.84,10.5,67.0,8.15,181.2,0,0,0,0,639.9,191.0,65.89,3.350261780104712,0
116.0,2.0,27.0,118.0,34.8,204.7,91.0,17.8,209.4,2.0,1.89,7.0,67.0,9.58,212.9,1,0,1,0,634.0,278.0,64.07,2.2805755395683454,1
210.0,2.0,0.0,121.0,17.78,104.6,71.0,12.71,149.5,8.0,1.76,6.5,67.0,11.48,255.1,0,0,0,0,515.7,267.0,43.73,1.9314606741573035,0
95.0,5.0,0.0,91.0,23.26,136.8,61.0,17.07,200.8,9.0,2.78,10.3,67.0,6.02,133.7,1,1,2,1,481.6,228.0,49.129999999999995,2.112280701754386,1
64.0,1.0,22.0,80.0,34.07,200.4,84.0,11.14,131.1,5.0,2.05,7.6,67.0,10.38,230.7,1,0,1,0,569.8000000000001,236.0,57.64,2.414406779661017,1
43.0,0.0,0.0,105.0,42.76,251.5,104.0,18.09,212.8,4.0,2.51,9.3,67.0,7.1,157.8,0,1,1,0,631.4,280.0,70.46,2.255,1
24.0,2.0,0.0,70.0,25.33,151.0,87.0,11.14,126.0,2.0,2.32,8.6,67.0,10.606666666666667,224.6,0,0,0,1,510.20000000000005,226.0,49.39666666666667,2.2575221238938057,0
44.0,4.0,0.0,133.0,53.46,322.6,90.0,13.82,151.8,2.0,1.97,7.3,67.0,8.94,190.7,0,0,1,1,672.4,292.0,78.19,2.302739726027397,0
95.0,5.0,0.0,90.0,24.26,124.8,56.0,17.07,202.8,10.0,2.78,10.3,67.0,6.02,136.7,1,1,2,1,474.6,223.0,50.129999999999995,2.128251121076233,1
66.0,0.0,40.0,87.0,24.09,141.7,89.0,22.81,268.3,7.0,2.3,8.5,68.0,10.86,241.3,1,0,0,0,659.8,251.0,60.059999999999995,2.6286852589641434,1
144.0,0.0,0.0,101.0,22.66,133.3,127.0,21.72,255.5,2.0,3.13,11.6,68.0,10.29,228.6,0,0,1,0,629.0,298.0,57.8,2.110738255033557,0
70.0,1.0,24.0,101.0,42.42,249.5,98.0,22.07,259.7,4.0,2.65,9.8,68.0,10.02,222.7,1,0,1,0,741.6999999999999,271.0,77.16000000000001,2.7369003690036897,1
102.0,3.0,31.0,92.0,21.3,125.3,108.0,12.0,141.2,2.0,1.7,6.3,68.0,7.57,168.2,1,0,1,0,441.0,270.0,42.57,1.6333333333333333,1
81.0,4.0,0.0,102.0,28.25,166.2,112.0,18.5,217.6,2.0,3.56,13.2,68.0,9.91,220.2,0,0,0,0,617.2,284.0,60.22,2.1732394366197183,0
109.0,0.0,0.0,72.0,34.02,200.1,120.0,25.58,300.9,5.0,3.21,11.9,68.0,10.62,236.0,0,0,1,0,748.9,265.0,73.42999999999999,2.8260377358490567,0
54.0,3.0,0.0,73.0,22.83,134.3,100.0,13.22,155.5,4.0,3.97,14.7,68.0,4.59,102.1,0,0,0,0,406.59999999999997,245.0,44.61,1.6595918367346938,0
128.0,1.0,0.0,84.0,31.84,187.3,95.0,23.02,270.8,5.0,2.73,10.1,68.0,9.29,206.4,0,0,2,0,674.6,252.0,66.88000000000001,2.6769841269841272,0
128.0,1.0,0.0,125.0,40.44,237.9,93.0,21.05,247.6,4.0,3.75,13.9,68.0,9.4,208.9,0,0,1,1,708.3,290.0,74.64,2.442413793103448,0
82.0,1.0,24.0,131.0,26.38,155.2,106.0,20.78,244.5,3.0,2.89,10.7,68.0,5.51,122.4,1,0,1,0,532.8000000000001,308.0,55.559999999999995,1.72987012987013,1
75.0,2.0,0.0,110.0,25.08,147.5,97.0,16.29,191.7,3.0,4.43,16.4,68.0,6.08,135.0,0,0,0,0,490.59999999999997,278.0,51.879999999999995,1.7647482014388487,0
127.0,1.0,22.0,114.0,28.22,166.0,103.0,14.83,174.5,6.0,2.75,10.2,68.0,11.02,244.9,1,0,0,0,595.6,291.0,56.81999999999999,2.0467353951890037,1
96.0,2.0,0.0,117.0,27.23,160.2,67.0,22.74,267.5,5.0,2.51,8.266666666666667,68.0,10.28,228.5,0,0,1,0,664.4666666666667,257.0,62.76,2.585473411154345,0
108.0,0.0,0.0,117.0,35.8,210.6,103.0,13.96,164.2,5.0,2.54,9.4,68.0,9.06,201.4,0,0,1,0,585.5999999999999,293.0,61.36,1.998634812286689,0
75.0,1.0,9.0,115.0,22.25,130.9,110.0,17.29,203.4,4.0,3.35,12.4,68.0,7.73,171.7,1,0,2,0,518.4,297.0,50.62,1.7454545454545454,1
161.0,1.0,0.0,117.0,25.77,151.6,87.0,18.65,219.4,5.0,1.08,4.0,68.0,10.11,224.7,0,0,1,0,599.7,277.0,55.61,2.164981949458484,0
35.0,1.0,27.0,87.0,41.09,241.7,101.0,12.07,142.0,4.0,2.54,9.4,68.0,13.0,288.9,1,0,2,0,681.9999999999999,260.0,68.7,2.6230769230769226,1
63.0,0.0,13.0,61.0,36.41,214.2,88.0,15.4,181.2,2.0,2.78,10.3,68.0,7.83,174.0,1,0,2,0,579.6999999999999,219.0,62.419999999999995,2.647031963470319,1
70.0,3.0,30.0,72.0,24.38,143.4,92.0,14.45,170.0,4.0,2.54,9.4,68.0,5.76,127.9,1,0,2,0,450.69999999999993,236.0,47.129999999999995,1.9097457627118641,1
180.0,3.0,0.0,112.0,37.23,227.9,95.0,20.25,243.0,4.0,1.81,6.7,68.0,9.72,230.1,0,0,1,1,707.7,279.0,69.01,2.5365591397849463,0
162.0,2.0,0.0,90.0,35.99,229.6,72.0,22.72,271.0,5.0,2.81,10.4,68.0,11.28,243.7,0,0,0,1,754.6999999999999,235.0,72.8,3.211489361702127,0
60.0,2.0,0.0,88.0,16.69,98.2,69.0,15.34,180.5,2.0,2.51,9.3,69.0,10.06,223.6,0,0,1,0,511.59999999999997,228.0,44.6,2.2438596491228067,0
24.0,2.0,0.0,73.0,25.33,149.0,81.0,11.14,131.0,3.0,2.32,8.6,69.0,10.74,238.6,0,0,0,1,527.2,226.0,49.53,2.3327433628318586,0
109.0,5.0,35.0,116.0,39.19,230.5,130.0,22.59,265.8,6.0,2.86,10.6,69.0,12.14,269.7,1,0,2,0,776.6,321.0,76.78,2.4193146417445486,1
87.0,0.0,28.0,106.0,24.4,143.5,147.0,19.0,223.5,5.0,3.02,11.2,69.0,7.89,175.4,1,0,0,0,553.6,327.0,54.31,1.6929663608562693,1
189.0,1.0,0.0,80.0,37.38,219.9,117.0,12.18,143.3,7.0,3.16,11.7,69.0,5.88,130.6,0,0,2,0,505.50000000000006,273.0,58.60000000000001,1.851648351648352,0
87.0,2.0,0.0,90.0,19.62,115.4,68.0,22.32,262.6,5.0,3.54,13.1,69.0,11.06,245.7,0,0,2,0,636.8000000000001,232.0,56.54,2.7448275862068967,0
101.0,1.0,0.0,87.0,39.32,231.3,88.0,19.1,224.7,7.0,1.94,7.2,69.0,9.66,214.6,0,0,1,0,677.8000000000001,251.0,70.02,2.7003984063745023,0
64.0,3.0,0.0,83.0,24.94,146.7,91.0,12.61,148.3,3.0,3.38,12.5,69.0,10.74,238.6,0,1,1,0,546.1,246.0,51.67,2.219918699186992,1
145.0,1.0,0.0,89.0,29.89,175.8,119.0,23.32,274.3,4.0,3.35,12.4,69.0,10.2,226.6,0,0,1,0,689.1,281.0,66.75999999999999,2.4523131672597867,0
124.0,2.0,0.0,113.0,43.23,254.3,104.0,6.71,78.9,2.0,3.19,11.8,69.0,6.89,153.2,0,0,1,0,498.20000000000005,288.0,60.019999999999996,1.7298611111111113,0
161.0,1.0,0.0,100.0,29.48,173.4,74.0,18.16,213.7,4.0,3.11,11.5,69.0,6.37,141.5,0,0,1,0,540.1,247.0,57.12,2.1866396761133604,0
125.0,1.0,0.0,95.0,18.04,106.1,113.0,13.4,157.6,3.0,2.19,8.1,69.0,8.66,192.5,0,0,0,0,464.3,280.0,42.28999999999999,1.6582142857142859,0
209.0,3.0,0.0,124.0,43.37,255.1,110.0,19.6,230.6,5.0,2.3,8.5,69.0,9.81,218.0,0,0,2,1,712.2,308.0,75.08,2.3123376623376624,0
107.0,0.0,0.0,79.0,35.17,206.9,117.0,22.3,262.4,3.0,2.89,10.7,69.0,6.72,149.3,0,0,1,0,629.3,268.0,67.08,2.3481343283582086,0
130.0,1.0,0.0,109.0,30.07,176.9,104.0,7.71,90.7,2.0,2.57,9.5,69.0,10.71,238.0,0,0,1,0,515.1,284.0,51.06,1.8137323943661972,0
112.0,1.0,29.0,122.0,33.8,198.8,114.0,20.28,238.6,5.0,3.11,11.5,69.0,13.03,289.5,1,0,0,0,738.4,310.0,70.22,2.3819354838709677,1
84.0,1.0,0.0,133.0,24.96,146.8,73.0,14.59,171.7,3.0,2.67,9.9,69.0,10.55,234.5,0,0,0,0,562.9,278.0,52.769999999999996,2.024820143884892,0
82.0,0.0,0.0,111.0,52.05,306.3,104.0,15.39,187.0,3.0,3.16,11.7,69.0,12.15,258.1,0,0,1,1,763.1000000000001,287.0,82.75,2.6588850174216034,0
61.0,1.0,0.0,130.0,44.2,250.0,129.0,16.89,220.5,4.0,2.43,9.0,69.0,10.56,233.7,0,0,1,1,713.2,332.0,74.08000000000001,2.1481927710843376,0
116.0,6.0,0.0,79.0,25.1,146.4,83.0,15.26,169.5,2.0,2.62,9.7,69.0,7.55,166.8,0,0,0,1,492.4,233.0,50.529999999999994,2.1133047210300426,0
76.0,1.0,0.0,124.0,39.97,238.0,92.0,19.7,231.8,1.0,2.67,9.9,69.0,9.91,227.2,0,1,2,1,706.9,286.0,72.25,2.4716783216783216,1
98.0,0.0,0.0,125.0,37.92,231.2,72.0,26.79,296.4,1.0,3.35,12.4,69.0,8.87,195.1,0,0,1,1,735.0999999999999,267.0,76.93,2.7531835205992508,0
62.0,0.0,10.333333333333334,95.0,23.34,137.3,94.0,15.66,184.2,3.0,2.75,10.2,70.0,10.41,231.4,1,0,0,0,563.1,262.0,52.16,2.149236641221374,1
82.0,2.0,33.0,95.0,23.43,137.8,128.0,20.02,235.5,6.0,2.97,11.0,70.0,12.06,268.1,1,0,1,0,652.4000000000001,299.0,58.480000000000004,2.181939799331104,1
86.0,0.0,0.0,93.0,37.03,217.8,95.0,18.25,214.7,7.0,3.05,11.3,70.0,10.29,228.7,0,0,1,0,672.5,265.0,68.61999999999999,2.5377358490566038,0
89.0,1.0,0.0,77.0,13.99,82.3,80.0,14.21,167.2,4.0,1.94,7.2,70.0,8.76,194.7,0,0,1,0,451.4,231.0,38.9,1.954112554112554,0
120.0,2.0,0.0,103.0,31.37,184.5,86.0,17.77,209.0,6.0,2.75,10.2,70.0,7.64,169.7,0,0,1,0,573.4000000000001,265.0,59.53,2.1637735849056607,0
54.0,2.0,0.0,99.0,27.17,159.8,64.0,22.44,264.0,7.0,2.62,9.7,70.0,5.21,115.7,0,0,0,0,549.2,240.0,57.44,2.2883333333333336,0
61.0,1.0,0.0,123.0,44.2,260.0,127.0,17.89,210.5,3.0,2.43,9.0,70.0,10.56,234.7,0,0,1,1,714.2,323.0,75.08000000000001,2.2111455108359133,0
84.0,0.0,0.0,96.0,28.82,169.5,94.0,13.4,157.6,7.0,2.86,10.6,70.0,4.42,98.2,0,0,2,0,435.90000000000003,267.0,49.5,1.6325842696629216,0
196.0,2.0,0.0,109.0,39.78,234.0,114.0,21.21,249.5,5.0,2.46,9.1,70.0,7.79,173.1,0,0,1,0,665.7,298.0,71.24,2.2338926174496647,0
115.0,1.0,0.0,119.0,30.6,180.0,126.0,16.9,198.8,3.0,3.35,12.4,70.0,9.77,217.1,0,1,1,0,608.3,318.0,60.62,1.9128930817610061,1
139.0,0.0,0.0,103.0,35.89,211.1,108.0,17.59,206.9,4.0,1.51,5.6,70.0,8.73,193.9,0,0,1,0,617.5,285.0,63.720000000000006,2.1666666666666665,0
68.0,0.0,29.0,82.0,40.72,239.5,105.0,17.32,203.8,6.0,2.67,9.9,70.0,7.55,167.8,1,0,1,0,621.0,263.0,68.26,2.3612167300380227,1
96.0,1.0,18.0,86.0,29.36,172.7,113.0,11.34,133.4,3.0,2.65,9.8,70.0,11.68,259.5,1,0,2,0,575.4,272.0,55.03,2.115441176470588,1
65.0,0.0,0.0,124.0,47.24,276.9,107.0,12.24,167.8,10.0,2.48,9.2,70.0,11.56,269.9,0,1,1,1,723.8,311.0,73.52000000000001,2.327331189710611,1
146.0,4.0,0.0,104.0,23.53,152.4,117.0,14.51,153.9,10.0,1.05,3.9,70.0,9.083333333333334,201.83333333333334,0,0,2,1,512.0333333333333,301.0,48.17333333333333,1.7011074197120708,0
140.0,4.0,0.0,107.0,18.45,131.3,89.0,20.43,253.4,3.0,2.08,7.7,70.0,9.74,207.4,0,0,1,1,599.8000000000001,269.0,50.699999999999996,2.229739776951673,0
127.0,1.0,36.0,117.0,31.14,183.2,76.0,10.78,126.8,8.0,3.02,11.2,71.0,11.85,263.3,1,0,2,0,584.5,272.0,56.790000000000006,2.1488970588235294,1
106.0,3.0,0.0,110.0,36.19,212.9,69.0,15.9,187.0,3.0,1.7,6.3,71.0,5.76,128.1,0,0,1,0,534.3,253.0,59.55,2.1118577075098814,0
94.0,0.0,0.0,114.0,23.15,136.2,118.0,14.03,165.1,5.0,2.59,9.6,71.0,6.21,137.9,0,0,0,0,448.79999999999995,308.0,45.980000000000004,1.457142857142857,0
68.0,1.0,24.0,118.0,29.92,176.0,116.0,23.62,277.9,7.0,3.97,14.7,71.0,7.86,174.7,1,0,1,0,643.3,312.0,65.37,2.0618589743589744,1
72.0,3.0,37.0,80.0,37.4,220.0,102.0,18.47,217.3,6.0,3.97,14.7,71.0,6.88,152.8,1,0,1,0,604.8000000000001,259.0,66.72,2.3351351351351353,1
27.0,1.0,0.0,75.0,12.36,72.7,117.0,17.73,208.6,3.0,2.67,9.9,71.0,2.96,188.9333333333333,0,0,2,0,480.1333333333333,266.0,35.72,1.8050125313283207,0
81.0,3.0,0.0,89.0,34.6,203.5,69.0,24.62,289.6,3.0,2.35,8.7,71.0,9.58,212.9,0,0,2,0,714.7,232.0,71.14999999999999,3.080603448275862,0
94.0,0.0,28.0,88.0,39.64,233.2,102.0,9.63,113.3,4.0,4.35,16.1,71.0,5.31,118.0,1,0,2,0,480.6,265.0,58.93000000000001,1.8135849056603774,1
73.0,2.0,0.0,102.0,39.9,234.7,110.0,16.63,195.7,8.0,2.27,8.4,71.0,11.4,253.4,0,0,2,0,692.1999999999999,291.0,70.2,2.3786941580756014,0
115.0,6.0,26.0,107.0,28.99,170.5,77.0,18.46,217.2,5.0,3.67,13.6,71.0,10.16,225.7,1,0,1,0,627.0,260.0,61.28,2.4115384615384614,1
116.0,6.0,0.0,79.0,27.1,159.4,88.0,15.26,179.5,2.0,2.62,9.7,71.0,7.55,167.8,0,0,0,1,516.4,240.0,52.529999999999994,2.1516666666666664,0
81.0,2.0,0.0,93.0,33.73,198.4,108.0,17.93,210.9,6.0,2.81,10.4,71.0,8.7,193.3,0,0,1,0,613.0,278.0,63.17,2.2050359712230216,0
90.0,1.0,0.0,126.0,24.21,142.4,118.0,10.73,126.2,4.0,1.24,4.6,71.0,12.34,274.2,0,0,0,0,547.4,319.0,48.52,1.715987460815047,0
124.0,3.0,0.0,85.0,42.76,251.5,98.0,18.21,214.2,6.0,3.0,11.1,71.0,8.37,186.1,0,0,1,0,662.9,260.0,72.34,2.5496153846153846,0
65.0,0.0,0.0,123.0,47.24,277.9,112.0,13.24,155.8,10.0,2.48,9.2,71.0,11.56,256.9,0,1,1,1,699.8,316.0,74.52000000000001,2.2145569620253163,1
110.0,3.0,0.0,103.0,33.34,196.1,123.0,16.97,199.7,1.0,3.48,12.9,71.0,6.12,135.9,0,0,0,0,544.5999999999999,298.0,59.91,1.8275167785234896,0
153.0,2.0,0.0,145.0,20.83,122.5,103.0,23.23,273.3,3.0,2.16,8.0,71.0,8.9,197.8,0,0,2,0,601.6,322.0,55.120000000000005,1.8683229813664597,0
138.0,3.0,33.0,139.0,26.38,155.2,79.0,22.81,268.3,4.0,2.62,9.7,71.0,8.39,186.4,1,0,2,0,619.6,293.0,60.199999999999996,2.1146757679180888,1
73.0,0.0,0.0,98.66666666666667,34.56,203.3,87.0,12.06,141.9,6.0,2.3,8.5,71.0,9.03,200.7,0,0,1,0,554.4000000000001,262.6666666666667,57.95,2.1106598984771576,0
98.0,0.0,0.0,121.0,36.92,217.2,73.0,25.79,303.4,2.0,3.35,12.4,71.0,8.87,197.1,0,0,1,1,730.0999999999999,267.0,74.92999999999999,2.734456928838951,0
48.0,1.0,0.0,63.0,32.03,188.4,89.0,14.1,165.9,2.0,3.56,13.2,71.0,9.26,205.7,0,0,2,0,573.2,225.0,58.95,2.547555555555556,0
143.0,1.0,0.0,109.0,34.48,202.8,104.0,14.09,165.8,4.0,1.24,4.6,71.0,6.48,143.9,0,0,2,0,517.1,288.0,56.29,1.7954861111111111,0
67.0,1.0,0.0,91.0,28.53,167.8,69.0,14.25,167.7,12.0,2.27,8.4,71.0,4.96,110.3,0,0,0,0,454.2,243.0,50.010000000000005,1.8691358024691358,0
48.0,1.0,34.0,70.0,33.66,198.0,121.0,23.26,273.7,4.0,2.05,7.6,71.0,9.81,217.9,1,0,1,0,697.2,266.0,68.78,2.6210526315789475,1
93.0,0.0,0.0,95.0,24.09,141.7,100.0,18.79,221.0,3.0,2.75,10.2,71.0,10.22,227.1,0,0,1,0,600.0,269.0,55.849999999999994,2.2304832713754648,0
33.0,2.0,0.0,88.0,36.36,213.9,119.0,20.38,239.8,14.0,2.65,9.8,71.0,6.69,148.7,0,0,1,0,612.2,292.0,66.08,2.0965753424657536,0
42.0,1.0,0.0,109.0,50.66,298.9,59.0,20.74,230.2,3.0,1.57,5.8,71.0,6.62,143.1,0,0,1,1,677.9999999999999,242.0,79.58999999999999,2.801652892561983,0
209.0,3.0,0.0,130.0,44.37,256.1,108.0,20.6,229.6,5.0,2.3,8.5,71.0,9.81,216.0,0,0,2,1,710.2,314.0,77.08,2.261783439490446,0
96.0,2.0,21.0,95.0,42.09,247.6,150.0,21.79,256.3,6.0,2.92,10.8,72.0,7.14,158.6,1,0,1,0,673.3,323.0,73.94,2.084520123839009,1
84.0,3.0,23.333333333333332,97.0,28.1,165.3,118.0,19.0,223.5,7.0,2.05,7.6,72.0,11.74,260.8,1,0,2,0,657.2,294.0,60.89,2.2353741496598643,1
100.0,0.0,38.0,88.0,30.11,177.1,108.0,13.91,163.7,2.0,2.0,7.4,72.0,10.92,242.7,1,0,1,0,590.9,270.0,56.94,2.1885185185185185,1
77.0,1.0,0.0,84.0,37.71,221.8,125.0,14.11,166.0,4.0,3.56,13.2,72.0,9.46,210.2,0,0,1,0,611.2,285.0,64.84,2.144561403508772,0
68.0,1.0,39.0,140.0,24.14,142.0,89.0,20.54,241.6,5.0,3.05,11.3,72.0,13.59,302.0,1,1,1,0,696.9,306.0,61.31999999999999,2.2774509803921568,1
113.0,3.0,0.0,85.0,15.74,92.6,92.0,15.1,177.6,4.0,3.89,14.4,72.0,7.19,159.8,0,0,2,0,444.4,253.0,41.92,1.7565217391304346,0
45.0,1.0,0.0,87.0,35.92,211.3,97.0,14.08,165.7,6.0,3.59,13.3,72.0,11.97,265.9,0,0,1,0,656.1999999999999,262.0,65.56,2.5045801526717555,0
46.0,2.0,0.0,133.0,21.22,124.8,143.0,13.37,157.3,4.0,2.32,8.6,72.0,8.97,199.3,0,0,1,0,490.00000000000006,352.0,45.879999999999995,1.3920454545454548,0
179.0,1.0,0.0,134.0,39.87,234.5,94.0,13.96,164.2,4.0,1.65,6.1,72.0,8.61,191.4,0,0,0,0,596.2,304.0,64.09,1.961184210526316,0
166.0,1.0,28.0,126.0,29.89,175.8,76.0,21.56,253.6,5.0,3.08,11.4,72.0,5.78,128.5,1,1,1,0,569.3,279.0,60.31,2.040501792114695,1
62.0,4.0,0.0,105.0,54.59,321.1,122.0,22.57,265.5,2.0,3.11,11.5,72.0,8.12,180.5,0,0,0,1,778.6,301.0,88.39,2.5867109634551495,0
147.0,3.0,0.0,83.0,22.2,130.6,144.0,17.69,208.1,3.0,4.21,15.6,72.0,9.21,204.6,0,0,1,0,558.9,302.0,53.31,1.850662251655629,0
56.0,1.0,0.0,111.0,23.32,137.2,119.0,14.1,165.9,4.0,3.86,14.3,72.0,8.2,182.3,0,0,1,0,499.70000000000005,306.0,49.480000000000004,1.6330065359477126,0
73.0,0.0,0.0,110.0,27.22,160.1,72.0,18.13,213.3,4.0,3.51,13.0,72.0,7.83,174.1,0,0,1,0,560.5,258.0,56.68999999999999,2.1724806201550386,0
157.0,2.0,0.0,67.0,40.83,240.2,98.0,13.01,153.0,6.0,2.75,10.2,72.0,11.21,249.0,0,0,0,0,652.4000000000001,243.0,67.8,2.6847736625514407,0
85.0,0.0,0.0,85.0,44.17,259.8,117.0,20.6,242.3,1.0,1.46,5.4,72.0,7.6,168.8,0,0,1,0,676.3000000000001,275.0,73.83,2.4592727272727277,0
146.0,1.0,0.0,77.0,19.65,115.6,100.0,18.16,213.6,6.0,2.89,10.7,72.0,9.83,218.4,0,0,2,0,558.3000000000001,255.0,50.53,2.189411764705883,0
105.0,1.0,0.0,108.0,32.93,193.7,124.0,15.57,183.2,5.0,2.92,10.8,72.0,13.22,293.7,0,0,1,0,681.3999999999999,309.0,64.64,2.2051779935275078,0
70.0,0.0,0.0,125.0,30.16,177.4,104.0,19.23,226.2,4.0,2.94,10.9,72.0,11.43,254.1,0,0,1,0,668.6,305.0,63.76,2.1921311475409837,0
97.0,3.0,0.0,91.0,24.51,144.2,137.0,19.27,226.7,4.0,3.73,13.8,72.0,6.51,144.6,0,0,2,0,529.3,304.0,54.019999999999996,1.7411184210526314,0
102.0,2.0,0.0,67.0,26.61,156.5,103.0,17.37,204.3,2.0,2.67,9.9,72.0,6.39,141.9,0,0,0,0,512.6,244.0,53.040000000000006,2.1008196721311476,0
172.0,2.0,0.0,123.0,28.87,169.8,94.0,15.56,183.1,7.0,3.43,12.7,72.0,9.563333333333334,212.5,0,0,2,0,578.1,296.0,57.42333333333333,1.9530405405405407,0
63.0,0.0,0.0,104.0,25.38,149.3,75.0,23.26,273.6,4.0,2.46,9.1,72.0,9.3,206.6,0,0,0,0,638.6,255.0,60.4,2.504313725490196,0
